,0,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
538,539,539,16/07/2004 00:00,Parking,Alquiler,Barcelona,111.0,761793.0,11/07/2005 00:00,María
539,540,540,16/07/2004 00:00,Parking,Alquiler,Tarragona,87.0,565587.0,25/01/2005 00:00,Joaquín
540,541,541,16/07/2004 00:00,Casa,Alquiler,Girona,62.0,251596.0,20/06/2005 00:00,Jesús
541,542,542,16/07/2004 00:00,Oficina,Venta,Barcelona,182.0,1514968.0,24/10/2004 00:00,María
542,543,543,16/07/2004 00:00,Industrial,Venta,Tarragona,101.0,564186.0,21/01/2005 00:00,Pedro
543,544,544,17/07/2004 00:00,Oficina,Venta,Tarragona,79.0,694331.0,10/03/2005 00:00,Carmen
544,545,545,18/07/2004 00:00,Local,Venta,Lleida,82.0,419348.0,12/03/2005 00:00,Jesús
545,546,546,20/07/2004 00:00,Industrial,Venta,Lleida,65.0,628095.0,08/03/2005 00:00,María
546,547,547,20/07/2004 00:00,Casa,Alquiler,Girona,200.0,1000000.0,13/12/2004 00:00,Jesús
547,548,548,20/07/2004 00:00,Parking,Venta,Barcelona,286.0,1121906.0,21/10/2004 00:00,Carmen
548,549,549,20/07/2004 00:00,Local,Venta,Girona,237.0,1403988.0,27/06/2005 00:00,Carmen
549,550,550,21/07/2004 00:00,Casa,Alquiler,Lleida,275.0,1711325.0,27/04/2005 00:00,Luisa
550,551,551,21/07/2004 00:00,Piso,Alquiler,Girona,237.0,2215002.0,31/10/2004 00:00,Pedro
551,552,552,21/07/2004 00:00,Local,Venta,Barcelona,125.0,804625.0,26/06/2005 00:00,Carmen
552,553,553,21/07/2004 00:00,Oficina,Venta,Barcelona,209.0,1568754.0,15/12/2004 00:00,Pedro
553,554,554,21/07/2004 00:00,Parking,Venta,Barcelona,141.0,867009.0,21/11/2004 00:00,Joaquín
554,555,555,22/07/2004 00:00,Piso,Venta,Girona,138.0,1289748.0,25/12/2004 00:00,Luisa
555,556,556,22/07/2004 00:00,Suelo,Venta,Lleida,57.0,567492.0,08/02/2005 00:00,Carmen
556,557,557,23/07/2004 00:00,Piso,Alquiler,Girona,198.0,1916442.0,14/04/2005 00:00,Joaquín
557,558,558,24/07/2004 00:00,Piso,Alquiler,Girona,246.0,1875012.0,08/03/2005 00:00,Luisa
558,559,559,24/07/2004 00:00,Local,Alquiler,Tarragona,188.0,1590104.0,26/10/2004 00:00,Pedro
559,560,560,25/07/2004 00:00,Industrial,Alquiler,Tarragona,285.0,1412175.0,01/12/2004 00:00,Pedro
560,561,561,25/07/2004 00:00,Parking,Alquiler,Lleida,53.0,280741.0,01/07/2005 00:00,Jesús
561,562,562,25/07/2004 00:00,Piso,Alquiler,Girona,161.0,960526.0,21/06/2005 00:00,Joaquín
562,563,563,25/07/2004 00:00,Piso,Venta,Barcelona,237.0,1272216.0,27/04/2005 00:00,Jesús
563,564,564,25/07/2004 00:00,Casa,Alquiler,Lleida,112.0,513968.0,30/04/2005 00:00,Jesús
564,565,565,25/07/2004 00:00,Suelo,Venta,Barcelona,147.0,917868.0,15/11/2004 00:00,Joaquín
565,566,566,26/07/2004 00:00,Local,Alquiler,Girona,266.0,1881950.0,15/01/2005 00:00,María
566,567,567,26/07/2004 00:00,Local,Venta,Barcelona,98.0,469910.0,08/01/2005 00:00,Joaquín
567,568,568,26/07/2004 00:00,Local,Venta,Lleida,153.0,639999.0,11/05/2005 00:00,Luisa
568,569,569,26/07/2004 00:00,Local,Alquiler,Tarragona,167.0,700398.0,07/03/2005 00:00,Luisa
569,570,570,27/07/2004 00:00,Suelo,Alquiler,Lleida,79.0,659808.0,23/01/2005 00:00,Pedro
570,571,571,27/07/2004 00:00,Industrial,Alquiler,Tarragona,44.0,322036.0,20/12/2004 00:00,Jesús
571,572,572,28/07/2004 00:00,Local,Alquiler,Tarragona,235.0,1897155.0,01/07/2005 00:00,Carmen
572,573,573,28/07/2004 00:00,Parking,Venta,Tarragona,243.0,1038825.0,14/12/2004 00:00,Jesús
573,574,574,28/07/2004 00:00,Local,Alquiler,Lleida,58.0,251430.0,30/05/2005 00:00,Carmen
574,575,575,28/07/2004 00:00,Parking,Alquiler,Barcelona,280.0,1877400.0,21/04/2005 00:00,Joaquín
575,576,576,29/07/2004 00:00,Casa,Venta,Barcelona,54.0,435348.0,20/02/2005 00:00,Pedro
576,577,577,29/07/2004 00:00,Oficina,Venta,Barcelona,154.0,889658.0,22/06/2005 00:00,Joaquín
577,578,578,29/07/2004 00:00,Oficina,Venta,Girona,221.0,1571973.0,25/12/2004 00:00,Joaquín
578,579,579,29/07/2004 00:00,Industrial,Venta,Girona,148.0,811780.0,17/04/2005 00:00,Luisa
579,580,580,30/07/2004 00:00,Parking,Venta,Tarragona,226.0,1634884.0,20/07/2005 00:00,María
580,581,581,30/07/2004 00:00,Casa,Venta,Tarragona,230.0,1742020.0,16/11/2004 00:00,Jesús
581,582,582,31/07/2004 00:00,Industrial,Venta,Lleida,290.0,2584480.0,22/11/2004 00:00,Jesús
582,583,583,31/07/2004 00:00,Local,Venta,Tarragona,297.0,1767744.0,23/03/2005 00:00,Pedro
583,584,584,01/08/2004 00:00,Casa,Alquiler,Girona,257.0,1077601.0,07/02/2005 00:00,Luisa
584,585,585,01/08/2004 00:00,Parking,Alquiler,Girona,161.0,1050203.0,04/02/2005 00:00,Joaquín
585,586,586,01/08/2004 00:00,Oficina,Alquiler,Lleida,77.0,613921.0,23/03/2005 00:00,María
586,587,587,02/08/2004 00:00,Piso,Alquiler,Barcelona,184.0,1286344.0,02/07/2005 00:00,Joaquín
587,588,588,02/08/2004 00:00,Local,Alquiler,Tarragona,56.0,469168.0,08/03/2005 00:00,Pedro
588,589,589,02/08/2004 00:00,Oficina,Venta,Tarragona,138.0,1372686.0,17/06/2005 00:00,Carmen
589,590,590,03/08/2004 00:00,Suelo,Venta,Tarragona,95.0,627570.0,16/03/2005 00:00,Carmen
590,591,591,03/08/2004 00:00,Suelo,Alquiler,Girona,46.0,435712.0,31/03/2005 00:00,Luisa
591,592,592,03/08/2004 00:00,Parking,Alquiler,Girona,145.0,999630.0,01/05/2005 00:00,Pedro
592,593,593,04/08/2004 00:00,Suelo,Venta,Tarragona,213.0,1234974.0,23/06/2005 00:00,Carmen
593,594,594,04/08/2004 00:00,Industrial,Alquiler,Tarragona,171.0,1148436.0,29/06/2005 00:00,Pedro
594,595,595,04/08/2004 00:00,Industrial,Venta,Barcelona,262.0,1343798.0,15/04/2005 00:00,Jesús
595,596,596,04/08/2004 00:00,Parking,Venta,Lleida,62.0,358360.0,23/07/2005 00:00,Luisa
596,597,597,05/08/2004 00:00,Casa,Venta,Lleida,71.0,323760.0,15/03/2005 00:00,María
597,598,598,06/08/2004 00:00,Casa,Venta,Lleida,94.0,735456.0,02/05/2005 00:00,María
598,599,599,08/08/2004 00:00,Local,Alquiler,Lleida,76.0,738568.0,22/03/2005 00:00,Joaquín
599,600,600,08/08/2004 00:00,Oficina,Alquiler,Barcelona,289.0,1275646.0,29/01/2005 00:00,Pedro
600,601,601,08/08/2004 00:00,Casa,Alquiler,Girona,147.0,919632.0,23/06/2005 00:00,Luisa
601,602,602,09/08/2004 00:00,Industrial,Venta,Girona,227.0,1218763.0,27/07/2005 00:00,Joaquín
602,603,603,09/08/2004 00:00,Casa,Alquiler,Barcelona,174.0,1408182.0,23/05/2005 00:00,Jesús
603,604,604,10/08/2004 00:00,Local,Alquiler,Lleida,149.0,704323.0,03/08/2005 00:00,Luisa
604,605,605,10/08/2004 00:00,Piso,Alquiler,Lleida,212.0,1817264.0,25/06/2005 00:00,María
605,606,606,10/08/2004 00:00,Parking,Alquiler,Lleida,45.0,360765.0,05/03/2005 00:00,María
606,607,607,10/08/2004 00:00,Parking,Venta,Barcelona,49.0,418019.0,22/02/2005 00:00,Pedro
607,608,608,11/08/2004 00:00,Suelo,Venta,Lleida,210.0,1117620.0,12/05/2005 00:00,Carmen
608,609,609,11/08/2004 00:00,Suelo,Venta,Lleida,287.0,1790880.0,18/11/2004 00:00,Pedro
609,610,610,11/08/2004 00:00,Local,Venta,Barcelona,127.0,1058545.0,23/01/2005 00:00,Joaquín
610,611,611,11/08/2004 00:00,Casa,Venta,Barcelona,294.0,2658936.0,21/06/2005 00:00,Luisa
611,612,612,11/08/2004 00:00,Casa,Alquiler,Girona,92.0,879244.0,06/05/2005 00:00,Joaquín
612,613,613,11/08/2004 00:00,Industrial,Venta,Barcelona,225.0,1879200.0,19/11/2004 00:00,Pedro
613,614,614,12/08/2004 00:00,Casa,Alquiler,Barcelona,241.0,1085705.0,28/01/2005 00:00,Pedro
614,615,615,12/08/2004 00:00,Local,Venta,Lleida,283.0,1992320.0,07/04/2005 00:00,María
615,616,616,12/08/2004 00:00,Piso,Alquiler,Barcelona,231.0,1237929.0,13/04/2005 00:00,Luisa
616,617,617,13/08/2004 00:00,Piso,Venta,Lleida,172.0,1283980.0,27/01/2005 00:00,Carmen
617,618,618,13/08/2004 00:00,Oficina,Alquiler,Lleida,78.0,391560.0,20/01/2005 00:00,Pedro
618,619,619,13/08/2004 00:00,Suelo,Alquiler,Barcelona,93.0,705963.0,30/03/2005 00:00,Pedro
619,620,620,14/08/2004 00:00,Suelo,Alquiler,Barcelona,58.0,406290.0,04/07/2005 00:00,Carmen
620,621,621,14/08/2004 00:00,Industrial,Venta,Tarragona,223.0,2171128.0,23/03/2005 00:00,Carmen
621,622,622,14/08/2004 00:00,Piso,Venta,Barcelona,123.0,1116348.0,29/06/2005 00:00,Luisa
622,623,623,15/08/2004 00:00,Local,Venta,Tarragona,72.0,577656.0,30/07/2005 00:00,María
623,624,624,15/08/2004 00:00,Industrial,Venta,Tarragona,154.0,1122352.0,11/05/2005 00:00,Jesús
624,625,625,15/08/2004 00:00,Industrial,Alquiler,Girona,222.0,2171826.0,12/01/2005 00:00,Carmen
625,626,626,16/08/2004 00:00,Piso,Alquiler,Tarragona,263.0,2061131.0,28/07/2005 00:00,Joaquín
626,627,627,16/08/2004 00:00,Parking,Alquiler,Lleida,86.0,494758.0,04/03/2005 00:00,María
627,628,628,16/08/2004 00:00,Casa,Alquiler,Tarragona,212.0,1360828.0,24/04/2005 00:00,Jesús
628,629,629,17/08/2004 00:00,Piso,Venta,Girona,249.0,1427019.0,04/12/2004 00:00,Jesús
629,630,630,17/08/2004 00:00,Parking,Alquiler,Girona,170.0,1567060.0,19/02/2005 00:00,María
630,631,631,17/08/2004 00:00,Parking,Alquiler,Barcelona,272.0,1972816.0,14/08/2005 00:00,Carmen
631,632,632,17/08/2004 00:00,Piso,Venta,Girona,201.0,1816437.0,10/05/2005 00:00,Pedro
632,633,633,17/08/2004 00:00,Parking,Alquiler,Girona,167.0,1191044.0,11/01/2005 00:00,Luisa
633,634,634,18/08/2004 00:00,Piso,Alquiler,Tarragona,283.0,2576432.0,13/05/2005 00:00,María
634,635,635,18/08/2004 00:00,Local,Alquiler,Girona,197.0,981651.0,17/01/2005 00:00,Jesús
635,636,636,18/08/2004 00:00,Piso,Alquiler,Tarragona,181.0,1161477.0,07/05/2005 00:00,María
636,637,637,18/08/2004 00:00,Parking,Alquiler,Barcelona,95.0,938030.0,03/06/2005 00:00,María
637,638,638,18/08/2004 00:00,Casa,Venta,Tarragona,116.0,915704.0,27/01/2005 00:00,María
638,639,639,19/08/2004 00:00,Piso,Alquiler,Girona,277.0,2646181.0,04/07/2005 00:00,Carmen
639,640,640,19/08/2004 00:00,Industrial,Alquiler,Tarragona,182.0,1243060.0,16/07/2005 00:00,María
640,641,641,19/08/2004 00:00,Oficina,Venta,Girona,249.0,2306238.0,02/03/2005 00:00,María
641,642,642,20/08/2004 00:00,Industrial,Venta,Girona,119.0,711382.0,01/08/2005 00:00,Luisa
642,643,643,20/08/2004 00:00,Industrial,Alquiler,Lleida,255.0,2338095.0,10/08/2005 00:00,Carmen
643,644,644,20/08/2004 00:00,Industrial,Alquiler,Tarragona,164.0,1162104.0,10/05/2005 00:00,Pedro
644,645,645,20/08/2004 00:00,Industrial,Venta,Tarragona,227.0,1917696.0,22/02/2005 00:00,Joaquín
645,646,646,20/08/2004 00:00,Parking,Alquiler,Lleida,168.0,1192800.0,14/07/2005 00:00,Joaquín
646,647,647,21/08/2004 00:00,Piso,Venta,Barcelona,67.0,346256.0,18/05/2005 00:00,Luisa
647,648,648,21/08/2004 00:00,Oficina,Venta,Girona,267.0,1153173.0,28/03/2005 00:00,Pedro
648,649,649,21/08/2004 00:00,Piso,Alquiler,Lleida,46.0,386354.0,04/05/2005 00:00,Pedro
649,650,650,22/08/2004 00:00,Parking,Venta,Lleida,80.0,777360.0,21/04/2005 00:00,Carmen
650,651,651,22/08/2004 00:00,Piso,Venta,Girona,207.0,1015956.0,17/06/2005 00:00,Jesús
651,652,652,22/08/2004 00:00,Oficina,Alquiler,Girona,259.0,1080548.0,31/12/2004 00:00,María
652,653,653,22/08/2004 00:00,Piso,Venta,Tarragona,147.0,730149.0,25/12/2004 00:00,Carmen
653,654,654,22/08/2004 00:00,Oficina,Alquiler,Girona,207.0,1953873.0,10/06/2005 00:00,Luisa
654,655,655,22/08/2004 00:00,Oficina,Venta,Girona,293.0,2787016.0,23/03/2005 00:00,Luisa
655,656,656,23/08/2004 00:00,Oficina,Venta,Tarragona,252.0,1773072.0,01/04/2005 00:00,Luisa
656,657,657,23/08/2004 00:00,Casa,Venta,Lleida,284.0,1589832.0,28/02/2005 00:00,Luisa
657,658,658,23/08/2004 00:00,Parking,Venta,Tarragona,286.0,1442870.0,09/08/2005 00:00,Pedro
658,659,659,23/08/2004 00:00,Casa,Alquiler,Barcelona,72.0,500400.0,22/01/2005 00:00,María
659,660,660,23/08/2004 00:00,Piso,Venta,Tarragona,176.0,1003552.0,05/08/2005 00:00,Carmen
660,661,661,23/08/2004 00:00,Local,Venta,Girona,278.0,1730550.0,09/12/2004 00:00,María
661,662,662,24/08/2004 00:00,Parking,Alquiler,Girona,254.0,1963166.0,27/07/2005 00:00,Joaquín
662,663,663,24/08/2004 00:00,Local,Alquiler,Barcelona,47.0,463843.0,19/02/2005 00:00,Joaquín
663,664,664,24/08/2004 00:00,Local,Alquiler,Girona,252.0,2057832.0,14/03/2005 00:00,Luisa
664,665,665,25/08/2004 00:00,Local,Alquiler,Girona,163.0,1520627.0,20/04/2005 00:00,Pedro
665,666,666,26/08/2004 00:00,Suelo,Venta,Lleida,271.0,1457980.0,09/05/2005 00:00,Luisa
666,667,667,26/08/2004 00:00,Oficina,Venta,Barcelona,116.0,651920.0,09/05/2005 00:00,María
667,668,668,27/08/2004 00:00,Parking,Venta,Barcelona,195.0,1513005.0,21/01/2005 00:00,Pedro
668,669,669,27/08/2004 00:00,Parking,Venta,Tarragona,290.0,1747830.0,14/01/2005 00:00,Luisa
669,670,670,28/08/2004 00:00,Industrial,Venta,Barcelona,289.0,2188597.0,27/04/2005 00:00,María
670,671,671,28/08/2004 00:00,Suelo,Alquiler,Barcelona,235.0,1277930.0,07/04/2005 00:00,Luisa
671,672,672,28/08/2004 00:00,Local,Alquiler,Tarragona,186.0,1225926.0,16/05/2005 00:00,Luisa
672,673,673,29/08/2004 00:00,Industrial,Venta,Barcelona,67.0,479318.0,03/04/2005 00:00,Luisa
673,674,674,29/08/2004 00:00,Parking,Venta,Girona,152.0,1392168.0,04/08/2005 00:00,Pedro
674,675,675,29/08/2004 00:00,Oficina,Alquiler,Barcelona,62.0,329716.0,10/05/2005 00:00,Pedro
675,676,676,29/08/2004 00:00,Casa,Venta,Girona,47.0,311563.0,27/12/2004 00:00,Carmen
676,677,677,30/08/2004 00:00,Industrial,Alquiler,Tarragona,54.0,227178.0,24/01/2005 00:00,Joaquín
677,678,678,30/08/2004 00:00,Industrial,Venta,Barcelona,225.0,1239300.0,29/01/2005 00:00,María
678,679,679,30/08/2004 00:00,Suelo,Venta,Tarragona,113.0,1074969.0,16/04/2005 00:00,Joaquín
679,680,680,30/08/2004 00:00,Piso,Alquiler,Tarragona,249.0,1029864.0,06/05/2005 00:00,Carmen
680,681,681,30/08/2004 00:00,Industrial,Alquiler,Tarragona,284.0,1166104.0,08/04/2005 00:00,Jesús
681,682,682,30/08/2004 00:00,Oficina,Venta,Lleida,274.0,1577692.0,11/05/2005 00:00,Joaquín
682,683,683,30/08/2004 00:00,Piso,Alquiler,Lleida,121.0,1049433.0,07/06/2005 00:00,Jesús
683,684,684,31/08/2004 00:00,Parking,Venta,Tarragona,247.0,2285244.0,07/03/2005 00:00,María
684,685,685,31/08/2004 00:00,Piso,Venta,Girona,97.0,662316.0,27/04/2005 00:00,Carmen
685,686,686,31/08/2004 00:00,Suelo,Alquiler,Tarragona,57.0,330771.0,05/01/2005 00:00,María
686,687,687,01/09/2004 00:00,Piso,Alquiler,Lleida,240.0,1214880.0,09/04/2005 00:00,Luisa
687,688,688,01/09/2004 00:00,Suelo,Venta,Lleida,163.0,688838.0,13/12/2004 00:00,Luisa
688,689,689,02/09/2004 00:00,Parking,Venta,Girona,64.0,622144.0,05/07/2005 00:00,María
689,690,690,02/09/2004 00:00,Parking,Alquiler,Tarragona,81.0,723492.0,10/07/2005 00:00,Joaquín
690,691,691,02/09/2004 00:00,Casa,Alquiler,Girona,118.0,827062.0,22/03/2005 00:00,Joaquín
691,692,692,02/09/2004 00:00,Oficina,Venta,Lleida,177.0,1022883.0,29/04/2005 00:00,María
692,693,693,03/09/2004 00:00,Suelo,Venta,Barcelona,269.0,1722407.0,21/12/2004 00:00,Jesús
693,694,694,03/09/2004 00:00,Piso,Alquiler,Lleida,88.0,392832.0,28/01/2005 00:00,María
694,695,695,03/09/2004 00:00,Local,Venta,Lleida,205.0,1524585.0,02/05/2005 00:00,Pedro
695,696,696,04/09/2004 00:00,Suelo,Alquiler,Tarragona,256.0,1379328.0,27/03/2005 00:00,Luisa
696,697,697,04/09/2004 00:00,Local,Alquiler,Barcelona,163.0,1570016.0,04/08/2005 00:00,Carmen
697,698,698,05/09/2004 00:00,Parking,Alquiler,Girona,187.0,789140.0,16/05/2005 00:00,Carmen
698,699,699,05/09/2004 00:00,Suelo,Alquiler,Girona,73.0,542974.0,14/06/2005 00:00,Luisa
699,700,700,06/09/2004 00:00,Local,Alquiler,Girona,299.0,1251315.0,20/01/2005 00:00,Luisa
700,701,701,06/09/2004 00:00,Casa,Venta,Girona,225.0,2023200.0,27/12/2004 00:00,Joaquín
701,702,702,07/09/2004 00:00,Piso,Alquiler,Girona,295.0,2553225.0,14/01/2005 00:00,Carmen
702,703,703,07/09/2004 00:00,Casa,Venta,Tarragona,160.0,1341120.0,25/07/2005 00:00,María
703,704,704,08/09/2004 00:00,Piso,Alquiler,Barcelona,278.0,2540364.0,12/04/2005 00:00,Carmen
704,705,705,08/09/2004 00:00,Oficina,Alquiler,Tarragona,271.0,1165842.0,10/02/2005 00:00,Luisa
705,706,706,08/09/2004 00:00,Piso,Alquiler,Girona,258.0,1501560.0,05/01/2005 00:00,Joaquín
706,707,707,08/09/2004 00:00,Industrial,Venta,Girona,215.0,1713120.0,27/05/2005 00:00,Carmen
707,708,708,08/09/2004 00:00,Industrial,Venta,Tarragona,158.0,1124012.0,03/05/2005 00:00,Pedro
708,709,709,09/09/2004 00:00,Casa,Alquiler,Tarragona,210.0,1181670.0,13/07/2005 00:00,Jesús
709,710,710,09/09/2004 00:00,Parking,Venta,Lleida,274.0,1291636.0,24/05/2005 00:00,María
710,711,711,10/09/2004 00:00,Casa,Venta,Tarragona,289.0,2114035.0,14/12/2004 00:00,Luisa
711,712,712,10/09/2004 00:00,Parking,Alquiler,Lleida,244.0,2280668.0,16/07/2005 00:00,María
712,713,713,10/09/2004 00:00,Casa,Venta,Barcelona,73.0,688463.0,08/08/2005 00:00,Luisa
713,714,714,10/09/2004 00:00,Casa,Alquiler,Lleida,235.0,2135210.0,14/05/2005 00:00,Pedro
714,715,715,10/09/2004 00:00,Oficina,Alquiler,Lleida,43.0,329681.0,19/01/2005 00:00,Jesús
715,716,716,10/09/2004 00:00,Oficina,Alquiler,Barcelona,206.0,1793848.0,03/09/2005 00:00,Luisa
716,717,717,10/09/2004 00:00,Local,Alquiler,Tarragona,47.0,457498.0,23/02/2005 00:00,Jesús
717,718,718,11/09/2004 00:00,Suelo,Alquiler,Girona,161.0,736092.0,26/02/2005 00:00,María
718,719,719,11/09/2004 00:00,Oficina,Venta,Tarragona,283.0,1565839.0,15/06/2005 00:00,Pedro
719,720,720,11/09/2004 00:00,Casa,Venta,Tarragona,226.0,2216608.0,09/07/2005 00:00,Luisa
720,721,721,12/09/2004 00:00,Industrial,Venta,Tarragona,44.0,266596.0,23/04/2005 00:00,Luisa
721,722,722,12/09/2004 00:00,Industrial,Alquiler,Girona,86.0,611546.0,10/02/2005 00:00,Carmen
722,723,723,12/09/2004 00:00,Casa,Alquiler,Girona,54.0,518508.0,16/02/2005 00:00,María
723,724,724,12/09/2004 00:00,Oficina,Alquiler,Barcelona,241.0,2085373.0,07/07/2005 00:00,Joaquín
724,725,725,13/09/2004 00:00,Oficina,Alquiler,Barcelona,180.0,901980.0,07/02/2005 00:00,Carmen
725,726,726,13/09/2004 00:00,Parking,Venta,Girona,112.0,1081360.0,03/05/2005 00:00,María
726,727,727,15/09/2004 00:00,Suelo,Alquiler,Girona,195.0,1168440.0,30/12/2004 00:00,Luisa
727,728,728,16/09/2004 00:00,Suelo,Venta,Barcelona,139.0,585746.0,03/05/2005 00:00,Pedro
728,729,729,16/09/2004 00:00,Casa,Alquiler,Lleida,197.0,1905187.0,15/09/2005 00:00,Pedro
729,730,730,16/09/2004 00:00,Parking,Alquiler,Tarragona,284.0,1830664.0,02/01/2005 00:00,Pedro
730,731,731,16/09/2004 00:00,Casa,Venta,Girona,109.0,555246.0,10/04/2005 00:00,Joaquín
731,732,732,16/09/2004 00:00,Suelo,Venta,Tarragona,117.0,652743.0,23/12/2004 00:00,Pedro
732,733,733,17/09/2004 00:00,Oficina,Alquiler,Girona,164.0,1225244.0,07/08/2005 00:00,Jesús
733,734,734,17/09/2004 00:00,Piso,Venta,Lleida,85.0,644470.0,22/06/2005 00:00,María
734,735,735,18/09/2004 00:00,Oficina,Alquiler,Barcelona,89.0,588023.0,26/06/2005 00:00,Joaquín
735,736,736,19/09/2004 00:00,Industrial,Venta,Barcelona,112.0,840560.0,29/06/2005 00:00,Pedro
736,737,737,19/09/2004 00:00,Suelo,Alquiler,Lleida,85.0,780980.0,20/07/2005 00:00,Joaquín
737,738,738,19/09/2004 00:00,Suelo,Alquiler,Lleida,294.0,1201578.0,31/01/2005 00:00,Luisa
738,739,739,20/09/2004 00:00,Piso,Venta,Barcelona,250.0,1527750.0,10/02/2005 00:00,Luisa
739,740,740,21/09/2004 00:00,Parking,Alquiler,Barcelona,254.0,2328418.0,06/01/2005 00:00,Joaquín
740,741,741,21/09/2004 00:00,Parking,Venta,Tarragona,126.0,1184274.0,28/07/2005 00:00,María
741,742,742,22/09/2004 00:00,Suelo,Venta,Barcelona,218.0,1330236.0,27/12/2004 00:00,Pedro
742,743,743,22/09/2004 00:00,Local,Venta,Lleida,56.0,542864.0,08/09/2005 00:00,María
743,744,744,22/09/2004 00:00,Casa,Venta,Barcelona,99.0,538065.0,19/06/2005 00:00,Jesús
744,745,745,22/09/2004 00:00,Suelo,Venta,Lleida,83.0,445295.0,30/01/2005 00:00,Pedro
745,746,746,22/09/2004 00:00,Oficina,Alquiler,Tarragona,136.0,761056.0,11/04/2005 00:00,Jesús
746,747,747,22/09/2004 00:00,Suelo,Alquiler,Barcelona,178.0,1355470.0,24/12/2004 00:00,María
747,748,748,22/09/2004 00:00,Industrial,Alquiler,Girona,228.0,2145480.0,21/06/2005 00:00,María
748,749,749,23/09/2004 00:00,Local,Venta,Lleida,114.0,679554.0,16/09/2005 00:00,Pedro
749,750,750,23/09/2004 00:00,Parking,Alquiler,Girona,294.0,1335936.0,14/07/2005 00:00,Carmen
750,751,751,23/09/2004 00:00,Parking,Venta,Girona,132.0,556116.0,11/09/2005 00:00,Luisa
751,752,752,25/09/2004 00:00,Local,Venta,Barcelona,182.0,1509872.0,05/08/2005 00:00,Luisa
752,753,753,25/09/2004 00:00,Local,Venta,Lleida,67.0,399655.0,13/08/2005 00:00,Luisa
753,754,754,25/09/2004 00:00,Piso,Alquiler,Tarragona,251.0,1206557.0,20/05/2005 00:00,María
754,755,755,25/09/2004 00:00,Oficina,Venta,Tarragona,235.0,2202655.0,16/04/2005 00:00,Pedro
755,756,756,26/09/2004 00:00,Industrial,Alquiler,Tarragona,50.0,308850.0,10/08/2005 00:00,Pedro
756,757,757,26/09/2004 00:00,Industrial,Venta,Barcelona,42.0,306726.0,16/06/2005 00:00,Jesús
757,758,758,26/09/2004 00:00,Piso,Venta,Barcelona,272.0,1535168.0,26/07/2005 00:00,Luisa
758,759,759,26/09/2004 00:00,Piso,Alquiler,Tarragona,117.0,823680.0,19/01/2005 00:00,María
759,760,760,26/09/2004 00:00,Casa,Alquiler,Barcelona,299.0,1695330.0,14/07/2005 00:00,Joaquín
760,761,761,26/09/2004 00:00,Local,Venta,Girona,50.0,411700.0,05/01/2005 00:00,Carmen
761,762,762,26/09/2004 00:00,Parking,Venta,Barcelona,48.0,371712.0,14/08/2005 00:00,María
762,763,763,27/09/2004 00:00,Piso,Alquiler,Girona,291.0,2411808.0,28/02/2005 00:00,Joaquín
763,764,764,27/09/2004 00:00,Oficina,Alquiler,Girona,210.0,1122240.0,27/08/2005 00:00,Pedro
764,765,765,28/09/2004 00:00,Local,Alquiler,Girona,291.0,2354481.0,26/01/2005 00:00,Carmen
765,766,766,29/09/2004 00:00,Piso,Alquiler,Girona,204.0,1044480.0,17/04/2005 00:00,Jesús
766,767,767,29/09/2004 00:00,Piso,Alquiler,Barcelona,95.0,510150.0,07/05/2005 00:00,Jesús
767,768,768,29/09/2004 00:00,Piso,Venta,Girona,231.0,1213212.0,24/06/2005 00:00,Carmen
768,769,769,02/10/2004 00:00,Casa,Venta,Barcelona,159.0,1162131.0,25/08/2005 00:00,Pedro
769,770,770,04/10/2004 00:00,Oficina,Venta,Lleida,185.0,1343840.0,17/04/2005 00:00,Carmen
770,771,771,04/10/2004 00:00,Industrial,Venta,Girona,44.0,223564.0,26/09/2005 00:00,Luisa
771,772,772,04/10/2004 00:00,Suelo,Venta,Barcelona,277.0,1363948.0,02/01/2005 00:00,Jesús
772,773,773,04/10/2004 00:00,Suelo,Venta,Lleida,59.0,484744.0,27/05/2005 00:00,Joaquín
773,774,774,05/10/2004 00:00,Local,Alquiler,Tarragona,244.0,2332152.0,05/06/2005 00:00,Joaquín
774,775,775,05/10/2004 00:00,Local,Venta,Lleida,204.0,1606500.0,25/07/2005 00:00,Carmen
775,776,776,05/10/2004 00:00,Parking,Venta,Lleida,76.0,411160.0,15/02/2005 00:00,Joaquín
776,777,777,05/10/2004 00:00,Suelo,Alquiler,Tarragona,68.0,611796.0,18/06/2005 00:00,Luisa
777,778,778,06/10/2004 00:00,Local,Alquiler,Barcelona,228.0,1554732.0,17/08/2005 00:00,Jesús
778,779,779,06/10/2004 00:00,Local,Alquiler,Tarragona,256.0,1877760.0,14/04/2005 00:00,María
779,780,780,06/10/2004 00:00,Local,Venta,Tarragona,185.0,1607280.0,28/03/2005 00:00,Carmen
780,781,781,06/10/2004 00:00,Suelo,Alquiler,Lleida,158.0,1217390.0,27/04/2005 00:00,Luisa
781,782,782,06/10/2004 00:00,Suelo,Venta,Girona,74.0,299996.0,02/09/2005 00:00,María
782,783,783,06/10/2004 00:00,Oficina,Alquiler,Girona,219.0,1455693.0,28/01/2005 00:00,Joaquín
783,784,784,06/10/2004 00:00,Parking,Alquiler,Tarragona,83.0,778706.0,11/09/2005 00:00,María
