0,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
809,809,15/10/2004 00:00,Casa,Venta,Tarragona,222,1292484,01/10/2005 00:00,Pedro
810,810,15/10/2004 00:00,Industrial,Venta,Barcelona,51,334305,25/09/2005 00:00,Carmen
811,811,16/10/2004 00:00,Industrial,Venta,Lleida,214,1805518,30/08/2005 00:00,Carmen
812,812,16/10/2004 00:00,Oficina,Venta,Tarragona,236,2208252,21/04/2005 00:00,Pedro
813,813,17/10/2004 00:00,Casa,Venta,Girona,138,733470,04/04/2005 00:00,Pedro
814,814,17/10/2004 00:00,Oficina,Alquiler,Barcelona,192,1627200,27/01/2005 00:00,Luisa
815,815,17/10/2004 00:00,Industrial,Venta,Tarragona,182,1690416,04/09/2005 00:00,Pedro
816,816,18/10/2004 00:00,Parking,Alquiler,Barcelona,232,2180104,19/07/2005 00:00,Joaquín
817,817,18/10/2004 00:00,Suelo,Alquiler,Barcelona,158,878638,05/05/2005 00:00,Joaquín
818,818,18/10/2004 00:00,Suelo,Alquiler,Tarragona,49,244608,21/04/2005 00:00,Pedro
819,819,19/10/2004 00:00,Parking,Venta,Barcelona,102,562632,01/09/2005 00:00,Luisa
820,820,19/10/2004 00:00,Piso,Alquiler,Tarragona,206,1688170,17/07/2005 00:00,Jesús
821,821,19/10/2004 00:00,Parking,Venta,Girona,161,1392006,12/07/2005 00:00,María
822,822,20/10/2004 00:00,Industrial,Venta,Tarragona,259,1628333,09/08/2005 00:00,María
823,823,20/10/2004 00:00,Parking,Venta,Lleida,177,992793,20/03/2005 00:00,Carmen
824,824,21/10/2004 00:00,Piso,Alquiler,Girona,60,484560,24/08/2005 00:00,Jesús
825,825,21/10/2004 00:00,Local,Venta,Tarragona,172,866880,01/09/2005 00:00,Luisa
826,826,21/10/2004 00:00,Oficina,Alquiler,Girona,239,1709567,10/06/2005 00:00,Jesús
827,827,22/10/2004 00:00,Industrial,Venta,Tarragona,149,1391809,06/08/2005 00:00,Pedro
828,828,23/10/2004 00:00,Industrial,Alquiler,Barcelona,199,1278774,06/04/2005 00:00,Pedro
829,829,23/10/2004 00:00,Local,Venta,Lleida,152,1218888,04/03/2005 00:00,Joaquín
830,830,24/10/2004 00:00,Local,Venta,Lleida,143,1409551,23/04/2005 00:00,Jesús
831,831,24/10/2004 00:00,Parking,Venta,Girona,115,880900,04/07/2005 00:00,Carmen
832,832,24/10/2004 00:00,Casa,Alquiler,Tarragona,87,574200,19/05/2005 00:00,Carmen
833,833,24/10/2004 00:00,Oficina,Alquiler,Lleida,212,1968632,23/10/2005 00:00,Pedro
834,834,24/10/2004 00:00,Casa,Venta,Barcelona,73,592103,21/03/2005 00:00,Jesús
835,835,25/10/2004 00:00,Parking,Venta,Lleida,168,1276800,25/07/2005 00:00,Carmen
836,836,25/10/2004 00:00,Suelo,Venta,Tarragona,274,2124596,21/02/2005 00:00,Carmen
837,837,27/10/2004 00:00,Local,Venta,Girona,127,1021334,21/05/2005 00:00,Joaquín
838,838,27/10/2004 00:00,Piso,Alquiler,Girona,62,583110,19/02/2005 00:00,Joaquín
839,839,27/10/2004 00:00,Local,Venta,Lleida,109,1029178,13/07/2005 00:00,Joaquín
840,840,27/10/2004 00:00,Parking,Alquiler,Girona,114,1040478,29/04/2005 00:00,Carmen
841,841,27/10/2004 00:00,Piso,Venta,Girona,120,1061160,13/04/2005 00:00,Luisa
842,842,29/10/2004 00:00,Suelo,Venta,Barcelona,109,942196,31/08/2005 00:00,Joaquín
843,843,30/10/2004 00:00,Casa,Venta,Barcelona,175,1712725,12/03/2005 00:00,Carmen
844,844,30/10/2004 00:00,Local,Alquiler,Tarragona,121,593021,28/02/2005 00:00,Luisa
845,845,31/10/2004 00:00,Industrial,Venta,Tarragona,280,1485680,23/10/2005 00:00,Luisa
846,846,31/10/2004 00:00,Suelo,Alquiler,Tarragona,246,2214984,22/09/2005 00:00,Joaquín
847,847,31/10/2004 00:00,Piso,Alquiler,Girona,121,731929,27/06/2005 00:00,Pedro
848,848,31/10/2004 00:00,Oficina,Alquiler,Tarragona,223,1566129,06/04/2005 00:00,Jesús
849,849,01/11/2004 00:00,Casa,Venta,Tarragona,120,1003320,18/07/2005 00:00,Carmen
850,850,01/11/2004 00:00,Piso,Alquiler,Girona,159,1391091,16/06/2005 00:00,Carmen
851,851,01/11/2004 00:00,Casa,Alquiler,Girona,157,1032118,16/06/2005 00:00,Luisa
852,852,02/11/2004 00:00,Casa,Alquiler,Girona,237,1768020,27/04/2005 00:00,Luisa
853,853,02/11/2004 00:00,Piso,Venta,Tarragona,246,1708716,16/03/2005 00:00,Jesús
854,854,02/11/2004 00:00,Piso,Alquiler,Lleida,299,2430272,26/03/2005 00:00,Carmen
855,855,03/11/2004 00:00,Suelo,Venta,Girona,223,1650200,28/08/2005 00:00,Carmen
856,856,03/11/2004 00:00,Industrial,Venta,Barcelona,247,995657,29/06/2005 00:00,Jesús
857,857,03/11/2004 00:00,Industrial,Venta,Girona,238,2379048,08/09/2005 00:00,María
858,858,03/11/2004 00:00,Oficina,Alquiler,Lleida,251,1821758,11/06/2005 00:00,Luisa
859,859,03/11/2004 00:00,Suelo,Venta,Barcelona,65,397540,22/05/2005 00:00,Joaquín
860,860,03/11/2004 00:00,Piso,Venta,Lleida,288,2242656,11/02/2005 00:00,Jesús
861,861,03/11/2004 00:00,Piso,Alquiler,Girona,96,891456,28/07/2005 00:00,Pedro
862,862,04/11/2004 00:00,Local,Alquiler,Barcelona,152,631560,28/10/2005 00:00,Joaquín
863,863,06/11/2004 00:00,Oficina,Alquiler,Barcelona,246,2328636,10/03/2005 00:00,Luisa
864,864,06/11/2004 00:00,Industrial,Venta,Girona,108,553608,04/02/2005 00:00,Luisa
865,865,06/11/2004 00:00,Parking,Alquiler,Girona,110,523160,11/09/2005 00:00,Joaquín
866,866,07/11/2004 00:00,Parking,Venta,Girona,136,1054544,18/09/2005 00:00,María
867,867,07/11/2004 00:00,Suelo,Venta,Tarragona,82,418692,10/09/2005 00:00,Luisa
868,868,07/11/2004 00:00,Suelo,Venta,Tarragona,127,912114,20/09/2005 00:00,Joaquín
869,869,07/11/2004 00:00,Parking,Alquiler,Lleida,183,1082079,07/09/2005 00:00,Carmen
870,870,08/11/2004 00:00,Industrial,Venta,Tarragona,245,1951180,06/04/2005 00:00,Luisa
871,871,08/11/2004 00:00,Casa,Alquiler,Tarragona,88,726352,13/06/2005 00:00,Joaquín
872,872,09/11/2004 00:00,Piso,Alquiler,Girona,185,1390460,29/08/2005 00:00,Jesús
873,873,09/11/2004 00:00,Industrial,Alquiler,Lleida,295,2923155,06/05/2005 00:00,Luisa
874,874,09/11/2004 00:00,Piso,Venta,Tarragona,80,458560,22/02/2005 00:00,Pedro
875,875,09/11/2004 00:00,Oficina,Alquiler,Girona,147,1259202,03/05/2005 00:00,Pedro
876,876,09/11/2004 00:00,Industrial,Venta,Tarragona,114,968658,29/06/2005 00:00,María
877,877,09/11/2004 00:00,Oficina,Alquiler,Lleida,128,549120,16/03/2005 00:00,Carmen
878,878,10/11/2004 00:00,Industrial,Alquiler,Barcelona,145,1372135,18/04/2005 00:00,Pedro
879,879,10/11/2004 00:00,Oficina,Venta,Lleida,147,1070307,10/07/2005 00:00,Pedro
880,880,11/11/2004 00:00,Parking,Alquiler,Lleida,272,1542784,24/06/2005 00:00,Joaquín
881,881,11/11/2004 00:00,Casa,Alquiler,Lleida,113,645569,10/06/2005 00:00,Carmen
882,882,11/11/2004 00:00,Local,Venta,Tarragona,220,970420,28/08/2005 00:00,Luisa
883,883,11/11/2004 00:00,Piso,Venta,Girona,266,1370964,22/10/2005 00:00,María
884,884,11/11/2004 00:00,Piso,Venta,Girona,125,590875,20/09/2005 00:00,Carmen
885,885,11/11/2004 00:00,Casa,Alquiler,Lleida,151,719213,23/02/2005 00:00,Jesús
886,886,12/11/2004 00:00,Piso,Venta,Girona,133,1191281,28/06/2005 00:00,Joaquín
887,887,13/11/2004 00:00,Suelo,Alquiler,Barcelona,160,1356160,08/11/2005 00:00,Luisa
888,888,13/11/2004 00:00,Oficina,Alquiler,Lleida,95,412395,31/07/2005 00:00,María
889,889,13/11/2004 00:00,Oficina,Alquiler,Lleida,236,1420012,31/10/2005 00:00,Pedro
890,890,13/11/2004 00:00,Oficina,Venta,Tarragona,165,1598520,11/10/2005 00:00,Pedro
891,891,13/11/2004 00:00,Casa,Venta,Girona,255,2543625,29/08/2005 00:00,Pedro
892,892,14/11/2004 00:00,Casa,Alquiler,Tarragona,226,2025638,04/05/2005 00:00,María
893,893,14/11/2004 00:00,Casa,Venta,Tarragona,228,1115604,21/09/2005 00:00,Pedro
894,894,14/11/2004 00:00,Parking,Alquiler,Lleida,92,610696,04/05/2005 00:00,Jesús
895,895,14/11/2004 00:00,Industrial,Alquiler,Barcelona,229,1341024,12/09/2005 00:00,Jesús
896,896,14/11/2004 00:00,Piso,Alquiler,Tarragona,226,1340632,24/09/2005 00:00,Luisa
897,897,15/11/2004 00:00,Suelo,Alquiler,Lleida,64,581568,15/02/2005 00:00,Carmen
898,898,15/11/2004 00:00,Casa,Venta,Barcelona,258,2449452,14/03/2005 00:00,Jesús
899,899,16/11/2004 00:00,Local,Venta,Barcelona,58,315810,14/06/2005 00:00,Jesús
900,900,16/11/2004 00:00,Casa,Alquiler,Barcelona,136,1072768,02/04/2005 00:00,Pedro
901,901,16/11/2004 00:00,Parking,Alquiler,Girona,294,1653456,18/07/2005 00:00,Pedro
902,902,17/11/2004 00:00,Oficina,Alquiler,Barcelona,294,2722146,05/11/2005 00:00,Joaquín
903,903,17/11/2004 00:00,Suelo,Alquiler,Tarragona,151,1029367,05/05/2005 00:00,Carmen
904,904,17/11/2004 00:00,Piso,Venta,Barcelona,62,455762,25/07/2005 00:00,Pedro
905,905,18/11/2004 00:00,Local,Alquiler,Girona,116,479892,11/11/2005 00:00,Joaquín
906,906,18/11/2004 00:00,Industrial,Alquiler,Tarragona,68,500140,27/10/2005 00:00,Pedro
907,907,18/11/2004 00:00,Oficina,Alquiler,Barcelona,59,491706,03/07/2005 00:00,Jesús
908,908,18/11/2004 00:00,Parking,Venta,Girona,134,933444,17/04/2005 00:00,Pedro
909,909,18/11/2004 00:00,Industrial,Venta,Tarragona,127,1204595,15/04/2005 00:00,Carmen
910,910,19/11/2004 00:00,Piso,Alquiler,Tarragona,197,1506853,16/11/2005 00:00,Jesús
911,911,20/11/2004 00:00,Local,Alquiler,Barcelona,135,1036665,08/11/2005 00:00,Pedro
912,912,20/11/2004 00:00,Suelo,Alquiler,Lleida,200,1967400,30/08/2005 00:00,Pedro
913,913,20/11/2004 00:00,Suelo,Alquiler,Lleida,250,1676500,30/08/2005 00:00,Pedro
914,914,20/11/2004 00:00,Piso,Venta,Girona,48,366480,19/09/2005 00:00,Pedro
915,915,20/11/2004 00:00,Oficina,Venta,Girona,285,1869885,10/08/2005 00:00,Jesús
916,916,21/11/2004 00:00,Piso,Alquiler,Lleida,155,1511095,20/08/2005 00:00,María
917,917,21/11/2004 00:00,Parking,Venta,Tarragona,263,1719757,28/08/2005 00:00,Pedro
918,918,22/11/2004 00:00,Industrial,Alquiler,Lleida,197,1662089,29/06/2005 00:00,Carmen
919,919,22/11/2004 00:00,Casa,Alquiler,Lleida,270,1311660,11/10/2005 00:00,María
920,920,23/11/2004 00:00,Industrial,Venta,Barcelona,137,1242042,08/08/2005 00:00,Luisa
921,921,24/11/2004 00:00,Suelo,Venta,Tarragona,163,1273030,16/06/2005 00:00,Luisa
922,922,24/11/2004 00:00,Oficina,Venta,Lleida,217,1238202,11/05/2005 00:00,Joaquín
923,923,24/11/2004 00:00,Suelo,Venta,Tarragona,257,1440742,09/07/2005 00:00,Carmen
924,924,25/11/2004 00:00,Parking,Alquiler,Girona,283,2213909,10/05/2005 00:00,Luisa
925,925,25/11/2004 00:00,Parking,Alquiler,Lleida,298,2039512,11/10/2005 00:00,Joaquín
926,926,25/11/2004 00:00,Suelo,Alquiler,Barcelona,298,2376550,19/10/2005 00:00,Luisa
927,927,25/11/2004 00:00,Suelo,Alquiler,Barcelona,151,709700,16/03/2005 00:00,Carmen
928,928,26/11/2004 00:00,Industrial,Alquiler,Barcelona,283,1615647,06/06/2005 00:00,Joaquín
929,929,27/11/2004 00:00,Local,Alquiler,Tarragona,73,410260,29/10/2005 00:00,Carmen
930,930,27/11/2004 00:00,Local,Venta,Tarragona,161,1604687,05/03/2005 00:00,Luisa
931,931,27/11/2004 00:00,Suelo,Venta,Lleida,223,2053384,13/11/2005 00:00,Carmen
932,932,29/11/2004 00:00,Parking,Venta,Lleida,121,754435,23/04/2005 00:00,Joaquín
933,933,29/11/2004 00:00,Parking,Alquiler,Tarragona,150,795000,17/10/2005 00:00,Luisa
934,934,29/11/2004 00:00,Casa,Alquiler,Girona,228,2212740,10/10/2005 00:00,Jesús
935,935,30/11/2004 00:00,Oficina,Alquiler,Lleida,164,1373008,09/06/2005 00:00,Pedro
936,936,01/12/2004 00:00,Parking,Alquiler,Girona,116,573040,01/11/2005 00:00,María
937,937,01/12/2004 00:00,Industrial,Alquiler,Girona,276,1932552,20/10/2005 00:00,María
938,938,01/12/2004 00:00,Local,Venta,Barcelona,158,766774,24/03/2005 00:00,Pedro
939,939,01/12/2004 00:00,Industrial,Alquiler,Girona,216,1962360,17/05/2005 00:00,Pedro
940,940,02/12/2004 00:00,Industrial,Venta,Barcelona,249,1662822,11/07/2005 00:00,Luisa
941,941,02/12/2004 00:00,Industrial,Venta,Barcelona,68,614244,11/05/2005 00:00,Jesús
942,942,02/12/2004 00:00,Industrial,Alquiler,Tarragona,177,1485915,29/04/2005 00:00,Carmen
943,943,03/12/2004 00:00,Piso,Venta,Tarragona,268,1273000,16/06/2005 00:00,Carmen
944,944,03/12/2004 00:00,Piso,Alquiler,Girona,66,558030,01/12/2005 00:00,Carmen
945,945,04/12/2004 00:00,Piso,Venta,Tarragona,162,894888,26/03/2005 00:00,Pedro
946,946,04/12/2004 00:00,Piso,Venta,Girona,243,1447551,13/09/2005 00:00,Pedro
947,947,04/12/2004 00:00,Suelo,Venta,Lleida,103,474624,25/03/2005 00:00,Carmen
948,948,05/12/2004 00:00,Piso,Alquiler,Girona,237,1725597,07/07/2005 00:00,Pedro
949,949,05/12/2004 00:00,Parking,Alquiler,Barcelona,206,1241562,27/07/2005 00:00,María
950,950,05/12/2004 00:00,Piso,Venta,Girona,233,2153852,11/03/2005 00:00,Pedro
951,951,06/12/2004 00:00,Oficina,Venta,Barcelona,65,307255,11/10/2005 00:00,Carmen
952,952,07/12/2004 00:00,Industrial,Venta,Barcelona,142,954808,18/06/2005 00:00,María
953,953,07/12/2004 00:00,Casa,Alquiler,Girona,240,1510320,19/10/2005 00:00,Carmen
954,954,08/12/2004 00:00,Parking,Venta,Lleida,68,330956,18/09/2005 00:00,María
955,955,09/12/2004 00:00,Suelo,Venta,Girona,200,1938400,25/08/2005 00:00,María
956,956,09/12/2004 00:00,Piso,Venta,Tarragona,80,509840,21/05/2005 00:00,Carmen
957,957,09/12/2004 00:00,Casa,Alquiler,Tarragona,84,368760,30/07/2005 00:00,Luisa
958,958,10/12/2004 00:00,Local,Alquiler,Tarragona,227,1071667,26/05/2005 00:00,Carmen
959,959,10/12/2004 00:00,Parking,Venta,Tarragona,291,1872876,16/05/2005 00:00,María
960,960,10/12/2004 00:00,Suelo,Venta,Girona,275,1732500,10/07/2005 00:00,Joaquín
961,961,10/12/2004 00:00,Parking,Alquiler,Girona,96,535584,22/10/2005 00:00,Carmen
962,962,10/12/2004 00:00,Oficina,Alquiler,Barcelona,174,1271592,13/07/2005 00:00,Joaquín
963,963,11/12/2004 00:00,Local,Venta,Lleida,190,1593720,28/05/2005 00:00,Pedro
964,964,11/12/2004 00:00,Suelo,Venta,Girona,185,1038590,15/07/2005 00:00,Luisa
965,965,11/12/2004 00:00,Industrial,Venta,Girona,56,525616,15/08/2005 00:00,Joaquín
966,966,11/12/2004 00:00,Piso,Alquiler,Lleida,213,1994532,22/04/2005 00:00,María
967,967,12/12/2004 00:00,Piso,Venta,Girona,175,722925,18/03/2005 00:00,Carmen
968,968,12/12/2004 00:00,Local,Alquiler,Lleida,96,769824,03/10/2005 00:00,Jesús
969,969,14/12/2004 00:00,Piso,Venta,Lleida,272,2581552,22/10/2005 00:00,Pedro
970,970,14/12/2004 00:00,Piso,Alquiler,Girona,232,1193408,07/06/2005 00:00,Luisa
971,971,14/12/2004 00:00,Piso,Venta,Lleida,200,1145600,22/09/2005 00:00,María
972,972,14/12/2004 00:00,Piso,Venta,Girona,219,1059303,27/07/2005 00:00,Joaquín
973,973,15/12/2004 00:00,Casa,Alquiler,Lleida,126,600642,20/08/2005 00:00,Jesús
974,974,15/12/2004 00:00,Parking,Alquiler,Lleida,131,920144,10/12/2005 00:00,Jesús
975,975,16/12/2004 00:00,Suelo,Venta,Lleida,77,409563,30/07/2005 00:00,Pedro
976,976,16/12/2004 00:00,Local,Alquiler,Barcelona,232,1236560,20/11/2005 00:00,Pedro
977,977,16/12/2004 00:00,Suelo,Alquiler,Barcelona,199,1494490,04/04/2005 00:00,Joaquín
978,978,17/12/2004 00:00,Casa,Venta,Tarragona,115,659295,09/10/2005 00:00,María
979,979,18/12/2004 00:00,Casa,Alquiler,Barcelona,97,672792,23/05/2005 00:00,Joaquín
980,980,18/12/2004 00:00,Suelo,Venta,Barcelona,122,589016,04/10/2005 00:00,Joaquín
981,981,18/12/2004 00:00,Local,Venta,Girona,278,2273762,30/11/2005 00:00,Pedro
982,982,19/12/2004 00:00,Casa,Alquiler,Barcelona,212,1588940,29/08/2005 00:00,Carmen
983,983,19/12/2004 00:00,Oficina,Alquiler,Barcelona,250,1127750,04/04/2005 00:00,Luisa
984,984,19/12/2004 00:00,Suelo,Alquiler,Lleida,278,1678286,20/04/2005 00:00,Jesús
985,985,20/12/2004 00:00,Piso,Alquiler,Barcelona,270,2427300,06/09/2005 00:00,Pedro
986,986,20/12/2004 00:00,Suelo,Alquiler,Lleida,212,1753240,14/05/2005 00:00,Joaquín
987,987,21/12/2004 00:00,Industrial,Venta,Lleida,258,1894752,21/08/2005 00:00,Carmen
988,988,21/12/2004 00:00,Casa,Alquiler,Tarragona,225,2000475,12/07/2005 00:00,Jesús
989,989,21/12/2004 00:00,Piso,Venta,Lleida,81,528120,09/07/2005 00:00,Joaquín
990,990,21/12/2004 00:00,Industrial,Venta,Barcelona,182,1717898,24/04/2005 00:00,Pedro
991,991,21/12/2004 00:00,Oficina,Venta,Barcelona,233,1870757,13/10/2005 00:00,Luisa
992,992,22/12/2004 00:00,Piso,Alquiler,Girona,281,2326118,22/07/2005 00:00,María
993,993,22/12/2004 00:00,Industrial,Venta,Tarragona,201,1911510,23/06/2005 00:00,Luisa
994,994,22/12/2004 00:00,Local,Venta,Girona,187,1346961,20/12/2005 00:00,Joaquín
995,995,22/12/2004 00:00,Oficina,Venta,Tarragona,180,1414800,29/05/2005 00:00,Joaquín
996,996,23/12/2004 00:00,Parking,Alquiler,Girona,88,690184,29/05/2005 00:00,Carmen
997,997,23/12/2004 00:00,Industrial,Alquiler,Girona,66,448932,01/09/2005 00:00,Pedro
998,998,23/12/2004 00:00,Local,Venta,Girona,219,2101743,30/07/2005 00:00,Luisa
999,999,23/12/2004 00:00,Industrial,Venta,Girona,67,430743,06/06/2005 00:00,Pedro
1000,1000,24/12/2004 00:00,Parking,Venta,Lleida,300,2707200,15/10/2005 00:00,Luisa
1001,1001,25/12/2004 00:00,Local,Venta,Barcelona,250,1368750,07/06/2005 00:00,Luisa
1002,1002,25/12/2004 00:00,Piso,Alquiler,Barcelona,292,2677056,22/07/2005 00:00,María
1003,1003,25/12/2004 00:00,Parking,Venta,Tarragona,87,638058,19/07/2005 00:00,Jesús
1004,1004,26/12/2004 00:00,Piso,Venta,Lleida,95,866780,15/04/2005 00:00,Jesús
1005,1005,26/12/2004 00:00,Oficina,Alquiler,Girona,159,1437360,12/06/2005 00:00,Luisa
1006,1006,26/12/2004 00:00,Suelo,Venta,Lleida,215,1706240,25/04/2005 00:00,Pedro
1007,1007,27/12/2004 00:00,Oficina,Alquiler,Tarragona,86,822504,17/08/2005 00:00,Jesús
1008,1008,27/12/2004 00:00,Casa,Venta,Lleida,121,622787,02/05/2005 00:00,Carmen
1009,1009,27/12/2004 00:00,Piso,Alquiler,Tarragona,222,1266732,23/06/2005 00:00,Pedro
1010,1010,27/12/2004 00:00,Parking,Venta,Girona,211,945702,04/12/2005 00:00,Luisa
1011,1011,27/12/2004 00:00,Piso,Alquiler,Barcelona,96,862848,23/12/2005 00:00,María
1012,1012,30/12/2004 00:00,Oficina,Venta,Tarragona,173,1008071,21/07/2005 00:00,Jesús
1013,1013,31/12/2004 00:00,Oficina,Venta,Barcelona,191,1657880,06/09/2005 00:00,Pedro
1014,1014,31/12/2004 00:00,Casa,Venta,Barcelona,146,1457226,05/11/2005 00:00,María
1015,1015,31/12/2004 00:00,Local,Alquiler,Barcelona,168,1508472,03/12/2005 00:00,Luisa
1016,1016,01/01/2005 00:00,Parking,Alquiler,Barcelona,142,1276864,24/10/2005 00:00,María
1017,1017,01/01/2005 00:00,Parking,Venta,Girona,217,2101862,23/10/2005 00:00,Carmen
1018,1018,01/01/2005 00:00,Local,Alquiler,Barcelona,269,1360064,17/08/2005 00:00,Jesús
1019,1019,02/01/2005 00:00,Suelo,Venta,Lleida,47,369984,24/08/2005 00:00,Jesús
1020,1020,02/01/2005 00:00,Industrial,Alquiler,Lleida,201,1176855,07/10/2005 00:00,María
1021,1021,02/01/2005 00:00,Suelo,Alquiler,Girona,86,452962,24/10/2005 00:00,Joaquín
1022,1022,03/01/2005 00:00,Piso,Alquiler,Tarragona,237,1177653,10/11/2005 00:00,Joaquín
1023,1023,03/01/2005 00:00,Oficina,Venta,Girona,105,889980,16/10/2005 00:00,Pedro
1024,1024,03/01/2005 00:00,Piso,Alquiler,Barcelona,172,1615424,19/11/2005 00:00,Carmen
1025,1025,04/01/2005 00:00,Industrial,Alquiler,Tarragona,216,2022624,07/05/2005 00:00,Jesús
1026,1026,04/01/2005 00:00,Parking,Alquiler,Barcelona,206,1231262,10/07/2005 00:00,Luisa
1027,1027,04/01/2005 00:00,Casa,Alquiler,Girona,79,352972,06/11/2005 00:00,Joaquín
1028,1028,05/01/2005 00:00,Casa,Venta,Lleida,81,610416,25/11/2005 00:00,Joaquín
1029,1029,05/01/2005 00:00,Piso,Alquiler,Lleida,269,1089181,25/07/2005 00:00,Joaquín
1030,1030,05/01/2005 00:00,Piso,Alquiler,Tarragona,221,1194505,12/12/2005 00:00,María
1031,1031,05/01/2005 00:00,Industrial,Alquiler,Barcelona,143,1106677,08/08/2005 00:00,María
1032,1032,06/01/2005 00:00,Industrial,Alquiler,Barcelona,170,1262250,29/11/2005 00:00,Luisa
1033,1033,06/01/2005 00:00,Casa,Alquiler,Lleida,171,1236672,07/06/2005 00:00,Luisa
1034,1034,06/01/2005 00:00,Industrial,Alquiler,Girona,153,923355,07/07/2005 00:00,Luisa
1035,1035,07/01/2005 00:00,Industrial,Venta,Barcelona,252,2398788,19/11/2005 00:00,Jesús
1036,1036,07/01/2005 00:00,Local,Venta,Lleida,180,1636560,31/08/2005 00:00,Luisa
1037,1037,08/01/2005 00:00,Industrial,Venta,Lleida,271,2496723,12/12/2005 00:00,Jesús
1038,1038,08/01/2005 00:00,Piso,Alquiler,Girona,59,325326,09/04/2005 00:00,Carmen
1039,1039,09/01/2005 00:00,Casa,Alquiler,Lleida,264,1441440,28/10/2005 00:00,Pedro
1040,1040,09/01/2005 00:00,Local,Venta,Barcelona,162,1315440,16/09/2005 00:00,Jesús
1041,1041,09/01/2005 00:00,Local,Alquiler,Tarragona,286,1732302,26/08/2005 00:00,Joaquín
1042,1042,10/01/2005 00:00,Suelo,Venta,Tarragona,90,374310,07/12/2005 00:00,María
1043,1043,11/01/2005 00:00,Suelo,Alquiler,Tarragona,186,1844004,19/06/2005 00:00,Pedro
1044,1044,11/01/2005 00:00,Piso,Alquiler,Tarragona,217,1603196,11/12/2005 00:00,Joaquín
1045,1045,11/01/2005 00:00,Parking,Alquiler,Girona,260,2402920,09/10/2005 00:00,Joaquín
1046,1046,11/01/2005 00:00,Suelo,Alquiler,Girona,240,1823280,04/09/2005 00:00,Luisa
1047,1047,11/01/2005 00:00,Oficina,Alquiler,Barcelona,157,949693,27/11/2005 00:00,Jesús
1048,1048,12/01/2005 00:00,Casa,Alquiler,Barcelona,279,2362572,25/09/2005 00:00,Luisa
1049,1049,12/01/2005 00:00,Oficina,Venta,Barcelona,73,672987,21/04/2005 00:00,Joaquín
1050,1050,12/01/2005 00:00,Casa,Venta,Tarragona,120,703680,16/09/2005 00:00,Carmen
1051,1051,12/01/2005 00:00,Parking,Venta,Lleida,246,1940448,08/10/2005 00:00,Pedro
1052,1052,12/01/2005 00:00,Casa,Venta,Girona,75,624600,12/12/2005 00:00,María
1053,1053,13/01/2005 00:00,Industrial,Venta,Girona,42,224280,10/07/2005 00:00,María
1054,1054,14/01/2005 00:00,Oficina,Alquiler,Barcelona,251,2138771,15/05/2005 00:00,Carmen
1055,1055,14/01/2005 00:00,Local,Alquiler,Lleida,149,1250408,30/10/2005 00:00,Pedro
1056,1056,15/01/2005 00:00,Suelo,Alquiler,Girona,45,300105,02/06/2005 00:00,Carmen
1057,1057,15/01/2005 00:00,Casa,Venta,Barcelona,90,599850,30/12/2005 00:00,María
1058,1058,15/01/2005 00:00,Parking,Venta,Barcelona,221,1919827,06/01/2006 00:00,Joaquín
1059,1059,16/01/2005 00:00,Oficina,Venta,Girona,133,573230,20/09/2005 00:00,Jesús
1060,1060,17/01/2005 00:00,Piso,Venta,Barcelona,80,500560,11/12/2005 00:00,Jesús
1061,1061,17/01/2005 00:00,Industrial,Venta,Barcelona,45,259515,17/12/2005 00:00,Joaquín
1062,1062,18/01/2005 00:00,Parking,Venta,Tarragona,68,652052,20/09/2005 00:00,Joaquín
1063,1063,19/01/2005 00:00,Oficina,Venta,Barcelona,213,1886541,05/09/2005 00:00,Jesús
1064,1064,19/01/2005 00:00,Piso,Alquiler,Girona,80,607200,20/11/2005 00:00,Carmen
1065,1065,19/01/2005 00:00,Industrial,Alquiler,Lleida,200,1502800,14/10/2005 00:00,Joaquín
1066,1066,20/01/2005 00:00,Suelo,Venta,Girona,287,2808008,24/06/2005 00:00,Pedro
1067,1067,20/01/2005 00:00,Suelo,Venta,Lleida,108,892620,08/11/2005 00:00,Pedro
1068,1068,21/01/2005 00:00,Parking,Venta,Barcelona,221,1471197,17/10/2005 00:00,Joaquín
1069,1069,21/01/2005 00:00,Local,Venta,Tarragona,108,1065744,03/05/2005 00:00,Pedro
1070,1070,21/01/2005 00:00,Parking,Venta,Lleida,232,1162784,23/08/2005 00:00,Pedro
1071,1071,21/01/2005 00:00,Parking,Venta,Girona,118,1134452,27/04/2005 00:00,Carmen
1072,1072,22/01/2005 00:00,Piso,Alquiler,Girona,132,592152,23/04/2005 00:00,Carmen
1073,1073,22/01/2005 00:00,Oficina,Alquiler,Tarragona,246,2083866,25/07/2005 00:00,Luisa
1074,1074,22/01/2005 00:00,Industrial,Alquiler,Lleida,293,2141830,19/09/2005 00:00,Joaquín
1075,1075,23/01/2005 00:00,Parking,Alquiler,Barcelona,290,2275050,20/09/2005 00:00,Jesús
1076,1076,23/01/2005 00:00,Parking,Venta,Lleida,72,298368,26/04/2005 00:00,Luisa
1077,1077,23/01/2005 00:00,Local,Alquiler,Barcelona,212,1911604,14/01/2006 00:00,María
1078,1078,24/01/2005 00:00,Oficina,Alquiler,Barcelona,254,1850644,28/11/2005 00:00,Carmen
